1.0
23.93175298804781
647.1457670598629;445.4633285078966;559.8927869321984;418.8326888694674;502.268229703685
647.5705415756984;445.2490635653867;559.8542329401371;418.9086390501768;502.61886527582215
647.8990305352077;445.1009694647924;559.7834080167587;419.00000000000006;502.74701987233544
648.0;445.0;559.9336583342598;418.9086390501769;502.8133615380757
648.0;445.0;559.8990305352077;418.69084800261356;502.8542329401371
648.0;445.0;559.9086390501768;418.6556589225122;502.7834080167587
648.0;445.0;560.0000000000001;418.7448540246975;502.8264452664581
647.8990305352077;445.0;559.9205746058774;418.45839427066267;502.9205746058774
647.9086390501768;445.0;559.8927869321984;418.10721306780175;502.79181746740596
648.0;445.0;560.0000000000001;418.00000000000006;502.74978826193154
648.2371280096862;444.65565892251226;560.0000000000001;417.8133615380757;502.8927869321984
648.6556589225122;444.15770261556355;560.0794253941227;417.70614847027406;502.8542329401371
648.8292136560542;444.00000000000006;560.552523610082;417.9205746058774;502.61262167281285
648.791817467406;444.00000000000006;560.8326888694673;417.9336583342598;502.6245063368733
648.9205746058774;444.00000000000006;560.9086390501768;417.8111956904377;502.82921365605415
649.0913609498233;444.00000000000006;561.0;417.66874265089467;502.8927869321984
649.5462800070726;444.00000000000006;561.0;417.6438845599051;502.8927869321984
649.7759557186963;444.00000000000006;561.0663416657403;417.6507246852782;502.81960514108505
649.7233099540277;444.00000000000006;561.3680509957956;417.66657680325665;502.82921365605415
649.6257054011953;444.16731113053265;561.7220005882525;417.5525236100819;502.8927869321984
649.6522940105524;444.4724956740011;561.8990305352077;417.5172932690717;503.0
649.8292136560542;444.73177029631506;561.9086390501769;417.7378527062309;503.0
649.8014259823752;444.7254758016657;561.8990305352077;417.819605141085;503.0
649.8990305352077;444.76287199031384;562.0000000000001;417.72200058825246;503.0
650.0000000000001;444.7834080167587;562.2371280096862;417.52006165866777;503.0
650.0000000000001;444.93365833425975;562.7628719903139;417.7004565175828;503.0
650.0000000000001;445.0;563.0;417.8076695853845;503.0
650.0000000000001;444.8990305352076;563.0;417.8076695853845;503.0
650.0000000000001;444.90863905017676;563.0;418.00000000000006;503.0
650.0000000000001;445.0;563.145767059863;417.8990305352077;503.06634166574025
650.0663416657403;445.0;563.4752640635973;417.9086390501769;503.25514597530264
650.3969868421565;445.0;563.7470198723354;418.00000000000006;503.54160572933745
650.789651619768;444.93365833425975;563.8906210845604;418.145767059863;503.7123920732833
650.9336583342598;444.89062108456034;563.9336583342598;418.45371999292746;503.82921365605415
651.0000000000001;444.93365833425975;564.2371280096861;418.73785270623097;503.89278693219836
651.0000000000001;445.0;564.7628719903138;418.72547580166577;504.00000000000006
651.2467365246554;445.0;564.8927869321983;418.5331962786902;504.00000000000006
651.7532634753447;445.0;564.8196051410849;418.6460504075431;504.3380974744785
652.0663416657402;444.93365833425975;565.0;418.9336583342598;504.8542329401371
652.4474763899183;444.89062108456034;565.4549190572494;418.8906210845604;505.0
652.8797032038159;444.8542329401371;565.8326888694675;418.93365833425975;505.19233041461564
653.2670815310031;444.89278693219836;566.0000000000001;419.00000000000006;505.5304278890942
653.8292136560542;444.8990305352076;566.0663416657404;419.00000000000006;505.8542329401371
654.3380974744784;444.90863905017676;566.4474763899182;419.00000000000006;506.1577026155635
654.8542329401371;444.7628719903139;566.9205746058774;419.00000000000006;506.5546894577199
655.1923304146155;444.6824385519663;567.0;419.1072130678017;506.8014259823752
655.6376409568958;444.84229738443656;567.2586720803558;419.07942539412267;506.9869162716176
656.0346277990521;444.83268886946735;567.6806782065953;419.00000000000006;507.55468945771986
656.435702027311;444.70398262263603;567.8906210845604;419.00000000000006;508.0
656.8422973844365;444.74701987233544;568.0000000000001;419.00000000000006;508.1673111305327
